Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Burkina Faso,BFA,770
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Burundi,BDI,230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Cabo Verde,CPV,3060
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Cambodia,KHM,1510
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Cameroon,CMR,1520
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Canada,CAN,43540
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Cayman Islands,CYM,63370
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Central African Republic,CAF,510
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Chad,TCD,630
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Channel Islands,CHI,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Chile,CHL,13120
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,China,CHN,10530
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Colombia,COL,5830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Comoros,COM,1410
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Congo, Dem. Rep.",COD,560
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Congo, Rep.",COG,1820
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Costa Rica,CRI,11580
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Cote d'Ivoire,CIV,2280
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Croatia,HRV,14810
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Cuba,CUB,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Curacao,CUW,16560
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Cyprus,CYP,26490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Czechia,CZE,22130
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Denmark,DNK,63010
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Djibouti,DJI,3120
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Dominica,DMA,7140
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Dominican Republic,DOM,7270
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ecuador,ECU,5540
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Egypt, Arab Rep.",EGY,3000
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,El Salvador,SLV,3630
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Equatorial Guinea,GNQ,5800
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Eritrea,ERI,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Estonia,EST,23040
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ethiopia,ETH,890
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Faroe Islands,FRO,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Fiji,FJI,4930
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Finland,FIN,50080
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,France,FRA,39500
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,French Polynesia,PYF,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Gabon,GAB,7030
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Gambia, The",GMB,740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Georgia,GEO,4260
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Germany,DEU,47520
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ghana,GHA,2310
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Gibraltar,GIB,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Greece,GRC,17950
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Greenland,GRL,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Grenada,GRD,8910
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guam,GUM,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guatemala,GTM,4490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guinea,GIN,960
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guinea-Bissau,GNB,760
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guyana,GUY,8220
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Haiti,HTI,1320
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Honduras,HND,2190
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Hong Kong SAR, China",HKG,48560
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Hungary,HUN,15950
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Iceland,ISL,62410
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,India,IND,1910
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Indonesia,IDN,3870
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Iran, Islamic Rep.",IRN,3370
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Iraq,IRQ,4990
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ireland,IRL,65750
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Isle of Man,IMN,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Israel,ISR,42610
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Italy,ITA,32380
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Jamaica,JAM,4670
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Japan,JPN,40810
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Jordan,JOR,4310
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kazakhstan,KAZ,8710
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kenya,KEN,1840
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kiribati,KIR,2910
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Korea, Rep.",KOR,32930
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kosovo,XKX,4440
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kuwait,KWT,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kyrgyz Republic,KGZ,1180
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lao PDR,LAO,2490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latvia,LVA,17900
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lebanon,LBN,4660
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lesotho,LSO,1210
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Liberia,LBR,600
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Libya,LBY,7740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Liechtenstein,LIE,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lithuania,LTU,19620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Luxembourg,LUX,81110
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Macao SAR, China",MAC,46730
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,North Macedonia,MKD,5690
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Madagascar,MDG,470
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malawi,MWI,590
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malaysia,MYS,10570
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Maldives,MDV,6450
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mali,MLI,830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malta,MLT,26410
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Marshall Islands,MHL,4940
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mauritania,MRT,1670
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mauritius,MUS,10230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mexico,MEX,8530
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3960
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Moldova,MDA,4520
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Monaco,MCO,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mongolia,MNG,3740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Montenegro,MNE,7910
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Morocco,MAR,3020
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mozambique,MOZ,470
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Myanmar,MMR,1340
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Namibia,NAM,4550
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nauru,NRU,17330
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nepal,NPL,1190
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Netherlands,NLD,51070
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,New Caledonia,NCL,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,New Zealand,NZL,41480
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nicaragua,NIC,1770
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Niger,NER,550
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nigeria,NGA,2000
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Northern Mariana Islands,MNP,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Norway,NOR,77880
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Oman,OMN,15030
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Pakistan,PAK,1460
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Palau,PLW,14390
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Panama,PAN,12420
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Papua New Guinea,PNG,2720
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Paraguay,PRY,5150
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Peru,PER,6060
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Philippines,PHL,3430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Poland,POL,15260
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Portugal,PRT,21810
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Puerto Rico,PRI,21160
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Qatar,QAT,55920
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Romania,ROU,12630
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Russian Federation,RUS,10740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Rwanda,RWA,770
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Samoa,WSM,4050
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,San Marino,SMR,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sao Tome and Principe,STP,2090
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Saudi Arabia,SAU,22270
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Senegal,SEN,1430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Serbia,SRB,7430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Seychelles,SYC,13770
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sierra Leone,SLE,510
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Singapore,SGP,55010
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sint Maarten (Dutch part),SXM,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Slovak Republic,SVK,18920
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Slovenia,SVN,25340
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Solomon Islands,SLB,2300
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Somalia,SOM,420
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Africa,ZAF,6010
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Sudan,SSD,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Spain,ESP,27360
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sri Lanka,LKA,3720
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Kitts and Nevis,KNA,18440
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Lucia,LCA,8910
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Martin (French part),MAF,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Vincent and the Grenadines,VCT,7790
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sudan,SDN,640
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Suriname,SUR,4620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Eswatini,SWZ,3390
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sweden,SWE,54290
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Switzerland,CHE,82620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Syrian Arab Republic,SYR,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tajikistan,TJK,1050
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tanzania,TZA,1080
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Thailand,THA,7070
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Timor-Leste,TLS,1990
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Togo,TGO,920
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tonga,TON,5190
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Trinidad and Tobago,TTO,15910
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tunisia,TUN,3300
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkiye,TUR,9040
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkmenistan,TKM,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turks and Caicos Islands,TCA,22430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tuvalu,TUV,6340
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uganda,UGA,800
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ukraine,UKR,3570
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Arab Emirates,ARE,39410
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Kingdom,GBR,39970
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United States,USA,64140
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uruguay,URY,15740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uzbekistan,UZB,1740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vanuatu,VUT,3240
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Venezuela, RB",VEN,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vietnam,VNM,3390
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Virgin Islands (U.S.),VIR,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,West Bank and Gaza,PSE,3700
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Yemen, Rep.",YEM,670
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zambia,ZMB,1160
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zimbabwe,ZWE,1140
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 09/16/2022,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,License URL
SH.H2O.SAFE.ZS,CC BY-4.0,Improved water source (% of population with access),"Access to an improved water source refers to the percentage of the population using an improved drinking water source. The improved drinking water source includes piped water on premises (piped household water connection located inside the user’s dwelling, plot or yard), and other improved drinking water sources (public taps or standpipes, tube wells or boreholes, protected dug wells, protected springs, and rainwater collection).",WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply and Sanitation (http://www.wssinfo.org/).,Health: Disease prevention,Annual,Weighted average,"The data are derived by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on national censuses and nationally representative household surveys. The coverage rates for water and sanitation are based on information from service users on the facilities their households actually use rather than on information from service providers, which may include nonfunctioning systems.

WHO/UNICEF define an improved drinking-water source as one that, by nature of its construction or through active intervention, is protected from outside contamination, in particular from contamination with fecal matter. Improved water sources include piped water into dwelling, plot or yard; piped water into neighbor's plot; public tap/standpipe; tube well/borehole; protected dug well; protected spring; and rainwater.","Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.

Lack of access to adequate water contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and include diarrhea, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improvement of access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity.

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of improved drinking water include higher economic productivity, more education, and health-care savings.","Please note that the data for this indicator have not been updated since 2015.  The WHO/UNICEF Joint Monitoring Programme for Water Supply and Sanitation has introduced updated water and sanitation indicators.  For the most recent data on water access, please see the following indicators: People using safely managed drinking water services (% of population) (SH.H2O.SMDW.ZS) and People using basic drinking water services (% of population) (SH.H2O.BASW.ZS).

The data on access to an improved water source measure the percentage of the population with ready access to water for domestic purposes.

Access to drinking water from an improved source does not ensure that the water is safe or adequate, as these characteristics are not tested at the time of survey. But improved drinking water technologies are more likely than those characterized as unimproved to provide safe drinking water and to prevent contact with human excreta. While information on access to an improved water source is widely used, it is extremely subjective, and such terms as safe, improved, adequate, and reasonable may have different meanings in different countries despite official WHO definitions (see Definitions). Even in high-income countries treated water may not always be safe to drink. Access to an improved water source is equated with connection to a supply system; it does not take into account variations in the quality and cost (broadly defined) of the service.",,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.STA.ACSN,CC BY-4.0,Improved sanitation facilities (% of population with access),"Access to improved sanitation facilities refers to the percentage of the population using improved sanitation facilities. Improved sanitation facilities are likely to ensure hygienic separation of human excreta from human contact. They include flush/pour flush (to piped sewer system, septic tank, pit latrine), ventilated improved pit (VIP) latrine, pit latrine with slab, and composting toilet.",WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply and Sanitation (http://www.wssinfo.org/).,Health: Disease prevention,Annual,Weighted average,"Data on access to sanitation are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on national censuses and nationally representative household surveys. The coverage rates for water and sanitation are based on information from service users on the facilities their households actually use rather than on information from service providers, which may include nonfunctioning systems.

An improved sanitation facility is defined as one that hygienically separates human excreta from human contact. Improved sanitation facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective, facilities must be correctly constructed and properly maintained.","Sanitation is fundamental to human development. Many international organizations use hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to proper sanitation is also considered to be a human right, not a privilege, for every man, woman, and child.

Sanitation generally refers to the provision of facilities and services for the safe disposal of human urine and feces. Inadequate sanitation is a major cause of disease world-wide and improving sanitation is known to have a significant beneficial impact on people's health. Improved sanitation can reduce diarrheal disease, and can significantly lessen the adverse health impacts of other disorders responsible for death and disease among millions of children. Diarrhea and worm infections weaken children and make them more susceptible to malnutrition and opportunistic infections like pneumonia, measles and malaria.

The combined effects of inadequate sanitation, unsafe water supply and poor personal hygiene are responsible for many of childhood deaths. Every year, the failure to tackle these deficits results in severe welfare losses - wasted time, reduced productivity, ill health, impaired learning, environmental degradation and lost opportunities. Fundamental behavior changes are required before the use of improved facilities and services can be integrated into daily life. Many hygiene behaviors and habits are formed in childhood and, therefore, school health and hygiene education programs are an important part of water and sanitation improvements.

Most basic sanitation technologies are not expensive to implement. However, those facing the problems of inadequate sanitation are rarely aware of either the origin of their ills, or the true costs of their deficit. As a result, in most of the developing countries those without sanitation are hard to convince of the need to invest scarce resources in sanitation facilities, or of the critical importance of changing long-held habits and unhygienic behaviors. Consequently, the people's representatives - governments and elected political leaders - rarely give sanitation or hygiene improvements the priority that is needed in order to tackle the massive sanitation deficit faced by the developing world.

Children bear the brunt of sanitation-related impacts - their health, nutrition, growth, education, self-respect, and life opportunities suffers as a result of inadequate sanitation. Without improved sanitation, many of the current generation of children in developing countries are unlikely to develop to their full potential. Countries that don't take urgent action to redress sanitation deficiencies will find their future development and prosperity impaired.","Please note that the data for this indicator have not been updated since 2015.  The WHO/UNICEF Joint Monitoring Programme for Water Supply and Sanitation has introduced updated water and sanitation indicators.  For the most recent data on access to sanitation facilities, please see the following indicators: People using safely managed sanitation services (% of population) (SH.STA.SMSS.ZS) and People using basic sanitation services (% of population) (SH.STA.BASS.ZS).

The data are derived by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on national censuses and nationally representative household surveys. The coverage rates for sanitation are based on information from service users on the facilities their households actually use rather than on information from service providers, which may include nonfunctioning systems.",,https://datacatalog.worldbank.org/public-licenses#cc-by
