Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Chad,TCD,46.18753479
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Channel Islands,CHI,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Chile,CHL,99.99999872
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,China,CHN,94.26111059
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Colombia,COL,97.49165711
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Comoros,COM,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Congo, Dem. Rep.",COD,45.95212696
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Congo, Rep.",COG,73.78451158
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Costa Rica,CRI,99.81053693
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cote d'Ivoire,CIV,70.90907039
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Croatia,HRV,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cuba,CUB,97.00269616
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Curacao,CUW,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cyprus,CYP,99.76517318
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Czechia,CZE,99.88059167
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Denmark,DNK,100.0000011
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Djibouti,DJI,76.04992021
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Dominica,DMA,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Dominican Republic,DOM,96.68681192
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ecuador,ECU,95.35976356
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Egypt, Arab Rep.",EGY,99.44017596
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,El Salvador,SLV,97.94657541
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Equatorial Guinea,GNQ,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Eritrea,ERI,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Estonia,EST,99.59078178
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Eswatini,SWZ,70.75307095
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ethiopia,ETH,49.61557274
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Faroe Islands,FRO,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Fiji,FJI,94.30106524
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Finland,FIN,100.0000033
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,France,FRA,99.9999985
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,French Polynesia,PYF,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Gabon,GAB,85.3419306
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Gambia, The",GMB,80.94040714
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Georgia,GEO,97.3481397
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Germany,DEU,100.0000023
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ghana,GHA,85.79099665
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Gibraltar,GIB,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Greece,GRC,100.0000023
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Greenland,GRL,100.0000017
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Grenada,GRD,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guam,GUM,99.6952
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guatemala,GTM,94.00642827
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guinea,GIN,63.96178874
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guinea-Bissau,GNB,59.01691221
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Guyana,GUY,95.55480685
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Haiti,HTI,66.6953084
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Honduras,HND,95.68922113
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Hong Kong SAR, China",HKG,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Hungary,HUN,99.99999747
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Iceland,ISL,99.99999721
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,India,IND,90.48952503
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Indonesia,IDN,92.41534961
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Iran, Islamic Rep.",IRN,97.48263633
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Iraq,IRQ,98.35990325
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ireland,IRL,97.39970651
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Isle of Man,IMN,99.075
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Israel,ISR,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Italy,ITA,99.91703407
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Jamaica,JAM,91.0299445
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Japan,JPN,99.07891245
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Jordan,JOR,98.94030296
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kazakhstan,KAZ,95.43497032
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kenya,KEN,61.63289158
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kiribati,KIR,77.97092085
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Korea, Dem. People's Rep.",PRK,93.84384303
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Korea, Rep.",KOR,99.93139665
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kosovo,XKX,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kuwait,KWT,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kyrgyz Republic,KGZ,91.69930522
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Lao PDR,LAO,85.21974318
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Latvia,LVA,98.78260115
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Lebanon,LBN,92.6
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Lesotho,LSO,72.17603927
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Liberia,LBR,75.26179159
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Libya,LBY,99.8915238
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Liechtenstein,LIE,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Lithuania,LTU,98.01334724
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Luxembourg,LUX,99.87993254
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Macao SAR, China",MAC,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Madagascar,MDG,53.38588491
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Malawi,MWI,70.04772851
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Malaysia,MYS,97.09990707
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Maldives,MDV,99.5444386
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mali,MLI,82.54729103
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Malta,MLT,100.0000004
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Marshall Islands,MHL,88.57204698
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mauritania,MRT,71.68104923
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mauritius,MUS,99.8662547
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mexico,MEX,99.67956828
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Micronesia, Fed. Sts.",FSM,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Moldova,MDA,90.56996224
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Monaco,MCO,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mongolia,MNG,85.49562527
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Montenegro,MNE,98.85691652
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Morocco,MAR,90.40234468
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mozambique,MOZ,63.36942563
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Myanmar,MMR,83.71819191
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Namibia,NAM,84.27003628
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nauru,NRU,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nepal,NPL,90.07454179
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Netherlands,NLD,99.99999929
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,New Caledonia,NCL,99.30532057
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,New Zealand,NZL,100.0000013
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nicaragua,NIC,81.7087538
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Niger,NER,46.91179747
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nigeria,NGA,77.60905338
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,North Macedonia,MKD,97.74281579
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Northern Mariana Islands,MNP,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Norway,NOR,99.9999955
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Oman,OMN,92.16802469
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Pakistan,PAK,90.14896508
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Palau,PLW,99.6575455
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Panama,PAN,94.37254436
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Papua New Guinea,PNG,45.34401752
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Paraguay,PRY,99.59346633
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Peru,PER,93.13936621
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Philippines,PHL,94.10903456
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Poland,POL,99.96659155
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Portugal,PRT,99.91199367
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Puerto Rico,PRI,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Qatar,QAT,99.56810194
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Romania,ROU,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Russian Federation,RUS,96.99254807
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Rwanda,RWA,60.41450115
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Samoa,WSM,91.83772455
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,San Marino,SMR,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sao Tome and Principe,STP,78.22645516
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Saudi Arabia,SAU,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Senegal,SEN,84.90523779
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Serbia,SRB,95.29552932
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Seychelles,SYC,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sierra Leone,SLE,63.76628562
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Singapore,SGP,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sint Maarten (Dutch part),SXM,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Slovak Republic,SVK,99.78769858
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Slovenia,SVN,99.5
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Solomon Islands,SLB,67.30102554
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Somalia,SOM,56.47697339
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,South Africa,ZAF,93.88505744
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,South Sudan,SSD,40.95092717
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Spain,ESP,99.92561261
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sri Lanka,LKA,92.22757937
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,St. Kitts and Nevis,KNA,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,St. Lucia,LCA,96.88784457
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,St. Martin (French part),MAF,99.99927139
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,St. Vincent and the Grenadines,VCT,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sudan,SDN,60.4486756
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Suriname,SUR,97.98963167
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sweden,SWE,99.82686763
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Switzerland,CHE,100.0000028
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Syrian Arab Republic,SYR,93.92585718
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Tajikistan,TJK,81.85241502
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Tanzania,TZA,60.71679759
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Thailand,THA,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Timor-Leste,TLS,85.4956012
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Togo,TGO,68.58372009
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Tonga,TON,98.73108083
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Trinidad and Tobago,TTO,98.87517077
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Tunisia,TUN,97.54330899
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Turkiye,TUR,97.01426916
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Turkmenistan,TKM,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Turks and Caicos Islands,TCA,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Tuvalu,TUV,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Uganda,UGA,55.85504921
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ukraine,UKR,93.92828195
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,United Arab Emirates,ARE,99.965596
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,United Kingdom,GBR,99.99999856
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,United States,USA,99.88352668
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Uruguay,URY,99.49575756
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Uzbekistan,UZB,97.82878485
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Vanuatu,VUT,91.23119075
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Venezuela, RB",VEN,93.68580071
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Vietnam,VNM,96.88435687
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Virgin Islands (U.S.),VIR,98.71826738
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,West Bank and Gaza,PSE,97.88039722
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Yemen, Rep.",YEM,60.66356984
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Zambia,ZMB,65.41238357
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Zimbabwe,ZWE,62.66645761
,,,,
,,,,
,,,,
Data from database: Health Nutrition and Population Statistics,,,,
Last Updated: 09/19/2022,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions
SH.H2O.BASW.ZS,CC BY-4.0,People using at least basic drinking water services (% of population),"The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",Water and sanitation,Annual,Weighted Average,"Data on drinking water, sanitation and hygiene are produced by the Joint Monitoring Programme of the World Health Organization (WHO) and United Nations Children's Fund (UNICEF) based on administrative sources, national censuses and nationally representative household surveys.  WHO/UNICEF defines a basic drinking water service as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","Water is considered to be the most important resource for sustaining ecosystems, which provide life-supporting services for people, animals, and plants. Global access to safe water and proper hygiene education can reduce illness and death from disease, leading to improved health, poverty reduction, and socio-economic development. However, many countries are challenged to provide these basic necessities to their populations, leaving people at risk for water, sanitation, and hygiene (WASH)-related diseases. Because contaminated water is a major cause of illness and death, water quality is a determining factor in human poverty, education, and economic opportunities.  

Lack of access to adequate drinking water services contributes to deaths and illness, especially in children. Water based disease transmission by drinking contaminated water is responsible for significant outbreaks of diseases such as cholera and typhoid and includes diarrheal diseases, viral hepatitis A, cholera, dysentery and dracunculiasis (Guineaworm disease). Improving access to clean drinking water is a crucial element in the reduction of under-five mortality and morbidity and there is evidence that ensuring higher levels of drinking water services has a greater impact. 

Women and children spend millions of hours each year fetching water. The chore diverts their time from other important activities (for example attending school, caring for children, participating in the economy). When water is not available on premises and has to be collected, women and girls are almost two and a half times more likely than men and boys to be the main water carriers for their families.  

Many international organizations use access to safe drinking water and hygienic sanitation facilities as a measure for progress in the fight against poverty, disease, and death. Access to safe drinking water is also considered to be a human right, not a privilege, for every man, woman, and child. Economic benefits of safe drinking water services include higher economic productivity, more education, and health-care savings.","National, regional and income group estimates are made when data are available for at least 50 percent of the population."
